condition	systematic_id	better_than_wild_type	severity	allele_type	expression	evidence	file	sheet_name
YESphlox-Temp25Gluc0.5	SPBC409.07c	False	fitness_log2(-0.0955)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Glycerol3MMS0.005	SPBC428.08c	False	fitness_log2(-0.0645)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-MMS0.005	SPBC428.08c	False	fitness_log2(-0.0852)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-MMS0.075	SPBC428.08c	False	fitness_log2(-0.164)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Bref60	SPBC428.15	False	fitness_log2(-0.228)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-MMS0.075	SPBC428.15	True	fitness_log2(0.0857)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
EMM-Cys	SPBC4F6.08c	True	fitness_log2(0.134)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Bleo200	SPBC4F6.08c	True	fitness_log2(0.0472)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Cana60	SPBC4F6.08c	False	fitness_log2(-0.21)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Cycloh600	SPBC4F6.08c	False	fitness_log2(0.0)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-EDTA0.1	SPBC4F6.08c	True	fitness_log2(0.00156)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-EDTA0.3	SPBC4F6.08c	True	fitness_log2(0.0557)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-EDTA0.6	SPBC4F6.08c	True	fitness_log2(0.0854)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-EtOH5	SPBC4F6.08c	False	fitness_log2(0.0)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Forma2	SPBC4F6.08c	True	fitness_log2(0.0494)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-HU30	SPBC4F6.08c	True	fitness_log2(0.0165)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Aged7	SPBC4F6.08c	False	fitness_log2(-0.21)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Bort500	SPBC4F6.08c	True	fitness_log2(0.0882)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Diamide3	SPBC4F6.08c	True	fitness_log2(0.138)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Gluc0.1Aged7	SPBC4F6.08c	False	fitness_log2(-0.576)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Gluc0.5Aged7	SPBC4F6.08c	False	fitness_log2(-0.404)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Gluc1Aged7	SPBC4F6.08c	False	fitness_log2(-0.387)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Glycerol3MMS0.005	SPBC4F6.08c	True	fitness_log2(0.111)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-HP10	SPBC4F6.08c	False	fitness_log2(-0.523)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-HP2	SPBC4F6.08c	False	fitness_log2(-0.163)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-HP6	SPBC4F6.08c	False	fitness_log2(-0.368)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-HU8	SPBC4F6.08c	True	fitness_log2(0.0969)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-MMS0.005	SPBC4F6.08c	False	fitness_log2(-0.0139)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-MMS0.075	SPBC4F6.08c	True	fitness_log2(0.0754)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Ovana1	SPBC4F6.08c	True	fitness_log2(0.14)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-TSA1000	SPBC4F6.08c	False	fitness_log2(-0.00969)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Temp25Gluc0.1	SPBC4F6.08c	False	fitness_log2(-0.643)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Temp25Gluc0.5	SPBC4F6.08c	False	fitness_log2(-0.332)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Temp25Gluc1	SPBC4F6.08c	False	fitness_log2(-0.308)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
EMM-Bleo200	SPBC543.07	False	fitness_log2(-0.118)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
EMMphlox-Cana75	SPBC543.07	False	fitness_log2(-0.107)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Bortezomib100	SPBC543.07	False	fitness_log2(-0.199)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Bortezomib200	SPBC543.07	False	fitness_log2(-0.275)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Calco2	SPBC543.07	True	fitness_log2(0.0293)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Cana120	SPBC543.07	True	fitness_log2(0.00788)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Dhcumarin50	SPBC543.07	False	fitness_log2(-0.202)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-EDTA0.1	SPBC543.07	False	fitness_log2(-0.177)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-EDTA0.6	SPBC543.07	False	fitness_log2(-0.535)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Forma2	SPBC543.07	True	fitness_log2(0.047)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Forma3	SPBC543.07	True	fitness_log2(0.0418)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-UV6000	SPBC543.07	False	fitness_log2(-0.223)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-VPA5	SPBC543.07	False	fitness_log2(-0.584)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Diamide3.5	SPBC543.07	False	fitness_log2(-0.578)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-HP10	SPBC543.07	False	fitness_log2(-0.374)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-HP15	SPBC543.07	False	fitness_log2(-0.548)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-TSA1000	SPBC543.07	False	fitness_log2(-0.00376)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-TSA500	SPBC543.07	True	fitness_log2(0.0436)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Tuni20	SPBC543.07	False	fitness_log2(-0.259)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Tuni40	SPBC543.07	True	fitness_log2(0.151)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
EMM-3AT4	SPBC646.09c	False	fitness_log2(-0.12)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
EMMphlox-Cana75	SPBC646.09c	False	fitness_log2(-0.0905)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Calco10KCl0.5	SPBC646.09c	False	fitness_log2(-0.48)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Calco2	SPBC646.09c	True	fitness_log2(0.141)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-CoCl0.25	SPBC646.09c	True	fitness_log2(0.0922)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Forma2	SPBC646.09c	False	fitness_log2(-0.934)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-HU30	SPBC646.09c	False	fitness_log2(-0.297)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-KCl1SDS0.01	SPBC646.09c	False	fitness_log2(-0.202)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-UV20m	SPBC646.09c	False	fitness_log2(-0.236)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-VPA5	SPBC646.09c	False	fitness_log2(-0.566)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Bort500	SPBC646.09c	False	fitness_log2(-0.913)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Diamide3.5	SPBC646.09c	False	fitness_log2(-1.09)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Forma2.5	SPBC646.09c	False	fitness_log2(-0.836)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Gluc1Aged7	SPBC646.09c	True	fitness_log2(0.0936)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Glycerol2MMS0.0075	SPBC646.09c	False	fitness_log2(-0.804)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Glycerol3MMS0.005	SPBC646.09c	False	fitness_log2(-0.425)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-HU8	SPBC646.09c	False	fitness_log2(-0.365)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-MMS0.005	SPBC646.09c	False	fitness_log2(-0.808)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-MMS0.075	SPBC646.09c	False	fitness_log2(-0.705)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Ovana0.5	SPBC646.09c	False	fitness_log2(-0.251)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Ovana1	SPBC646.09c	False	fitness_log2(-0.121)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
EMM-Bleo200	SPBC649.04	False	fitness_log2(-0.0597)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Bleo200	SPBC649.04	False	fitness_log2(-0.0752)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Bort500	SPBC649.04	True	fitness_log2(0.187)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-KCl0.5SDS0.004	SPBC649.04	False	fitness_log2(-0.251)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
EMM-3AT6	SPBC660.10	True	fitness_log2(0.00389)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
EMM-Cys	SPBC660.10	True	fitness_log2(0.0507)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Calco10KCl0.5	SPBC660.10	False	fitness_log2(-0.174)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Cana60	SPBC660.10	False	fitness_log2(-0.14)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-CoCl5	SPBC660.10	True	fitness_log2(0.0306)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-EDTA0.6	SPBC660.10	True	fitness_log2(0.0274)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Forma2	SPBC660.10	True	fitness_log2(0.088)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-HU30	SPBC660.10	True	fitness_log2(0.0562)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-HU45	SPBC660.10	True	fitness_log2(0.0528)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Diamide3.5	SPBC660.10	True	fitness_log2(0.272)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Gluc0.1Aged7	SPBC660.10	False	fitness_log2(-0.201)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Gluc0.5Aged7	SPBC660.10	False	fitness_log2(-0.151)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Gluc1Aged7	SPBC660.10	False	fitness_log2(-0.175)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-HP6	SPBC660.10	False	fitness_log2(-0.126)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-KCl0.5	SPBC660.10	False	fitness_log2(-0.144)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Ovana1	SPBC660.10	True	fitness_log2(0.0861)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Temp25Gluc0.1	SPBC660.10	False	fitness_log2(-0.285)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Temp25Gluc0.5	SPBC660.10	False	fitness_log2(-0.138)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Tuni80	SPBC660.10	True	fitness_log2(0.0479)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
EMM-Bleo200	SPBC685.04c	True	fitness_log2(0.0491)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-SDS0.02	SPBC685.04c	True	fitness_log2(0.748)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-MMS0.075	SPBC685.04c	True	fitness_log2(0.0885)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-VPA10	SPBC685.04c	False	fitness_log2(-0.225)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-KCl1SDS0.01	SPBC691.03c	False	fitness_log2(-0.346)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-TBH1	SPBC691.03c	False	fitness_log2(-0.29)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
EMMphlox-Cana75	SPBC725.11c	True	fitness_log2(0.0333)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Bleo600	SPBC725.11c	True	fitness_log2(0.00312)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Bortezomib100	SPBC725.11c	False	fitness_log2(0.0)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-HU30	SPBC725.11c	True	fitness_log2(0.045)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-VPA5	SPBC725.11c	True	fitness_log2(0.0101)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Benza12	SPBC725.11c	False	fitness_log2(-0.000507)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Bort500	SPBC725.11c	True	fitness_log2(0.0831)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Gluc0.1Aged7	SPBC725.11c	True	fitness_log2(0.0613)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Gluc0.5Aged7	SPBC725.11c	True	fitness_log2(0.0124)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Glycerol2MMS0.0075	SPBC725.11c	True	fitness_log2(0.292)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-HU8	SPBC725.11c	True	fitness_log2(0.0671)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-KCl1	SPBC725.11c	True	fitness_log2(0.0122)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-MMS0.005	SPBC725.11c	True	fitness_log2(0.0343)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-MMS0.075	SPBC725.11c	True	fitness_log2(0.231)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Ovana1	SPBC725.11c	False	fitness_log2(0.0)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Temp25Gluc0.1	SPBC725.11c	True	fitness_log2(0.00637)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Temp25Gluc0.5	SPBC725.11c	False	fitness_log2(-0.00934)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-VPA5	SPBC776.01	True	fitness_log2(0.0954)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-VPA10	SPBC776.01	True	fitness_log2(0.472)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-KCl1SDS0.01	SPBC947.05c	False	fitness_log2(-0.149)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-HP10	SPBC947.05c	False	fitness_log2(-0.035)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-SDS0.02	SPBC947.09	True	fitness_log2(0.445)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-KCl1	SPBC947.09	False	fitness_log2(-0.064)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-NaCl150	SPBC947.09	False	fitness_log2(-0.0554)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
EMM-Bleo200	SPBC9B6.03	True	fitness_log2(0.154)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
EMM-Canav60	SPBC9B6.03	False	fitness_log2(-0.252)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
EMMphlox-Cana75	SPBC9B6.03	True	fitness_log2(0.00857)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Bleo600	SPBC9B6.03	True	fitness_log2(0.131)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-EGTA15	SPBC9B6.03	True	fitness_log2(0.493)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-HU8	SPBC9B6.03	True	fitness_log2(0.176)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-SDS0.004	SPBC9B6.03	False	fitness_log2(-0.00223)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-TBH1	SPBC9B6.03	False	fitness_log2(-0.000706)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Glycerol2MMS0.0075	SPBP35G2.11c	False	fitness_log2(-0.165)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-MMS0.005	SPBP35G2.11c	False	fitness_log2(-0.0606)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-MMS0.075	SPBP35G2.11c	False	fitness_log2(-0.164)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-TBH1.5	SPBP35G2.11c	False	fitness_log2(-0.315)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Glycerol2MMS0.0075	SPBP8B7.27	False	fitness_log2(-0.196)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-MMS0.075	SPBP8B7.27	False	fitness_log2(-0.21)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Ovana4	SPBP8B7.27	True	fitness_log2(0.169)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Bortezomib200	SPBP8B7.31	True	fitness_log2(0.119)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Forma2.5	SPBP8B7.31	True	fitness_log2(0.137)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-MMS0.075	SPBP8B7.31	True	fitness_log2(0.178)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Temp25Gluc0.1	SPBP8B7.31	True	fitness_log2(0.128)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Tuni80	SPBP8B7.31	True	fitness_log2(0.184)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-VPA8	SPBP8B7.31	True	fitness_log2(0.148)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Bort500	SPBPB21E7.04c	True	fitness_log2(0.121)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Glycerol2MMS0.0075	SPBPB21E7.04c	False	fitness_log2(-0.163)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-MMS0.075	SPBPB21E7.04c	False	fitness_log2(-0.164)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-NaCl150MMS0.005	SPBPB21E7.04c	False	fitness_log2(-0.038)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
EMM-Canav60	SPCC1020.08	True	fitness_log2(0.103)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-HU8	SPCC1020.08	True	fitness_log2(0.0908)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Glycerol2MMS0.0075	SPCC1235.03	True	fitness_log2(0.196)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-MMS0.075	SPCC1235.03	True	fitness_log2(0.141)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Ovana1	SPCC1235.03	False	fitness_log2(-0.0722)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
EMM-Bleo200	SPCC1259.02c	False	fitness_log2(-0.265)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
EMM-Canav60	SPCC1259.02c	False	fitness_log2(-0.0824)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Bleo200	SPCC1259.02c	False	fitness_log2(-0.124)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Calco10KCl0.5	SPCC1259.02c	True	fitness_log2(0.13)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Cana60	SPCC1259.02c	True	fitness_log2(0.133)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-CoCl5	SPCC1259.02c	True	fitness_log2(0.0848)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-EDTA0.6	SPCC1259.02c	False	fitness_log2(-0.178)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-EtOH5	SPCC1259.02c	False	fitness_log2(-0.159)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Forma2	SPCC1259.02c	False	fitness_log2(-0.947)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-HU30	SPCC1259.02c	False	fitness_log2(-0.235)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-VPA5	SPCC1259.02c	False	fitness_log2(-0.195)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Diamide2	SPCC1259.02c	False	fitness_log2(-0.158)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Glycerol2MMS0.0075	SPCC1259.02c	False	fitness_log2(-0.91)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Glycerol3MMS0.005	SPCC1259.02c	False	fitness_log2(-0.448)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-HU8	SPCC1259.02c	False	fitness_log2(-0.66)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-MMS0.005	SPCC1259.02c	False	fitness_log2(-0.829)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-MMS0.075	SPCC1259.02c	False	fitness_log2(-0.85)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-NaCl150MMS0.005	SPCC1259.02c	False	fitness_log2(-0.321)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Tuni80	SPCC1259.02c	True	fitness_log2(0.0533)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
EMM-Bleo200	SPCC126.12	False	fitness_log2(-0.0958)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YES-Bortezomib100	SPCC126.12	False	fitness_log2(-0.119)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
YESphlox-Bort500	SPCC126.12	False	fitness_log2(-0.21)	deletion	null	ECO:0001563	data/elife-76000-supp4-v2.xlsx	growth_stresses
